temperature,humidity,datetime
24.0,40.0,2022-10-22 17:32:30.235350
24.0,40.0,2022-10-22 17:32:30.761223
24.0,40.0,2022-10-22 17:32:31.287204
24.0,40.0,2022-10-22 17:32:31.813090
24.0,40.0,2022-10-22 17:32:32.339003
24.0,40.0,2022-10-22 17:32:32.864895
24.0,40.0,2022-10-22 17:32:33.391165
24.0,40.0,2022-10-22 17:32:33.917138
24.0,40.0,2022-10-22 17:32:34.443010
24.0,40.0,2022-10-22 17:32:34.968898
24.0,40.0,2022-10-22 17:32:35.494848
24.0,40.0,2022-10-22 17:32:36.020726
24.0,40.0,2022-10-22 17:32:36.547116
24.0,40.0,2022-10-22 17:32:37.073021
24.0,40.0,2022-10-22 17:32:37.599485
24.0,40.0,2022-10-22 17:32:38.125386
24.0,40.0,2022-10-22 17:32:38.651248
24.0,40.0,2022-10-22 17:32:41.707924
24.0,40.0,2022-10-22 17:32:42.234418
24.0,40.0,2022-10-22 17:32:42.760492
24.0,40.0,2022-10-22 17:32:43.287044
24.0,40.0,2022-10-22 17:32:43.813165
24.0,40.0,2022-10-22 17:32:44.339229
24.0,40.0,2022-10-22 17:32:47.393170
24.0,40.0,2022-10-22 17:32:47.919227
24.0,40.0,2022-10-22 17:32:48.445228
24.0,40.0,2022-10-22 17:32:51.502649
24.0,40.0,2022-10-22 17:32:52.028669
24.0,40.0,2022-10-22 17:32:52.554570
24.0,40.0,2022-10-22 17:32:53.080271
24.0,40.0,2022-10-22 17:32:53.606260
24.0,40.0,2022-10-22 17:32:54.132163
24.0,40.0,2022-10-22 17:32:57.187752
24.0,40.0,2022-10-22 17:32:57.713651
24.0,40.0,2022-10-22 17:32:58.239568
24.0,40.0,2022-10-22 17:33:01.296357
24.0,40.0,2022-10-22 17:33:01.822260
24.0,40.0,2022-10-22 17:33:02.348166
24.0,40.0,2022-10-22 17:33:02.874080
24.0,40.0,2022-10-22 17:33:03.400013
24.0,40.0,2022-10-22 17:33:03.925976
24.0,40.0,2022-10-22 17:33:04.451924
24.0,40.0,2022-10-22 17:33:04.977921
24.0,40.0,2022-10-22 17:33:05.503853
24.0,40.0,2022-10-22 17:33:06.029832
24.0,40.0,2022-10-22 17:33:06.555970
24.0,40.0,2022-10-22 17:33:07.081698
24.0,40.0,2022-10-22 17:33:07.607605
24.0,40.0,2022-10-22 17:33:08.133483
24.0,40.0,2022-10-22 17:33:08.659351
24.0,40.0,2022-10-22 17:33:14.240574
24.0,40.0,2022-10-22 17:33:14.766571
24.0,40.0,2022-10-22 17:33:15.292454
24.0,40.0,2022-10-22 17:33:15.818307
24.0,40.0,2022-10-22 17:33:16.344204
24.0,40.0,2022-10-22 17:33:16.870076
24.0,40.0,2022-10-22 17:33:17.396015
24.0,40.0,2022-10-22 17:33:17.921913
24.0,40.0,2022-10-22 17:33:18.447823
24.0,40.0,2022-10-22 17:33:18.973707
24.0,40.0,2022-10-22 17:33:19.499647
24.0,40.0,2022-10-22 17:33:20.025542
24.0,40.0,2022-10-22 17:33:20.551410
24.0,40.0,2022-10-22 17:33:21.077315
24.0,40.0,2022-10-22 17:33:21.603125
24.0,40.0,2022-10-22 17:33:22.128945
24.0,40.0,2022-10-22 17:33:22.654709
24.0,40.0,2022-10-22 17:33:23.180492
24.0,40.0,2022-10-22 17:33:23.706414
24.0,40.0,2022-10-22 17:33:24.232204
24.0,40.0,2022-10-22 17:33:24.757863
24.0,40.0,2022-10-22 17:33:25.283687
24.0,40.0,2022-10-22 17:33:25.809463
24.0,40.0,2022-10-22 17:33:26.335906
24.0,40.0,2022-10-22 17:33:29.391235
24.0,40.0,2022-10-22 17:33:29.917093
24.0,40.0,2022-10-22 17:33:30.442901
24.0,40.0,2022-10-22 17:33:30.968692
24.0,40.0,2022-10-22 17:33:31.494498
24.0,40.0,2022-10-22 17:33:32.020343
24.0,40.0,2022-10-22 17:33:32.546188
24.0,40.0,2022-10-22 17:33:33.071227
24.0,40.0,2022-10-22 17:33:33.597092
24.0,40.0,2022-10-22 17:33:34.122862
24.0,40.0,2022-10-22 17:33:34.648711
24.0,40.0,2022-10-22 17:33:35.174513
24.0,40.0,2022-10-22 17:33:35.700267
24.0,40.0,2022-10-22 17:33:36.226136
24.0,40.0,2022-10-22 17:33:39.279559
24.0,40.0,2022-10-22 17:33:44.860752
24.0,40.0,2022-10-22 17:33:45.386842
24.0,40.0,2022-10-22 17:33:45.912806
24.0,40.0,2022-10-22 17:33:46.438804
24.0,40.0,2022-10-22 17:33:46.964771
24.0,40.0,2022-10-22 17:33:47.490761
24.0,40.0,2022-10-22 17:33:48.017219
24.0,40.0,2022-10-22 17:33:48.543609
24.0,40.0,2022-10-22 17:33:49.068705
24.0,40.0,2022-10-22 17:33:49.594500
24.0,40.0,2022-10-22 17:33:50.119677
24.0,40.0,2022-10-22 17:33:50.645609
24.0,40.0,2022-10-22 17:33:51.171491
24.0,40.0,2022-10-22 17:33:51.697413
24.0,40.0,2022-10-22 17:33:52.223331
24.0,40.0,2022-10-22 17:33:52.749202
24.0,40.0,2022-10-22 17:33:53.275071
24.0,40.0,2022-10-22 17:33:53.800907
24.0,40.0,2022-10-22 17:33:54.326862
24.0,40.0,2022-10-22 17:33:54.852801
24.0,40.0,2022-10-22 17:33:55.378671
24.0,40.0,2022-10-22 17:33:55.904604
24.0,40.0,2022-10-22 17:33:56.430542
24.0,40.0,2022-10-22 17:33:56.956477
24.0,40.0,2022-10-22 17:33:57.482136
24.0,40.0,2022-10-22 17:33:58.007993
24.0,40.0,2022-10-22 17:33:58.533672
24.0,40.0,2022-10-22 17:33:59.059523
24.0,40.0,2022-10-22 17:33:59.585368
24.0,40.0,2022-10-22 17:34:00.111258
24.0,40.0,2022-10-22 17:34:03.167652
24.0,40.0,2022-10-22 17:34:03.693446
24.0,40.0,2022-10-22 17:34:04.219238
24.0,40.0,2022-10-22 17:34:07.276190
24.0,40.0,2022-10-22 17:34:07.802115
24.0,40.0,2022-10-22 17:34:08.328534
24.0,40.0,2022-10-22 17:34:08.853603
24.0,40.0,2022-10-22 17:34:09.379450
24.0,40.0,2022-10-22 17:34:09.905664
24.0,40.0,2022-10-22 17:34:10.430750
24.0,40.0,2022-10-22 17:34:10.957064
24.0,40.0,2022-10-22 17:34:14.013961
24.0,40.0,2022-10-22 17:34:14.539839
24.0,40.0,2022-10-22 17:34:17.593587
24.0,40.0,2022-10-22 17:34:18.119438
24.0,40.0,2022-10-22 17:34:21.172930
24.0,40.0,2022-10-22 17:34:21.698736
24.0,40.0,2022-10-22 17:34:29.816578
24.0,40.0,2022-10-22 17:34:30.342303
24.0,40.0,2022-10-22 17:34:30.867968
24.0,40.0,2022-10-22 17:34:31.393657
24.0,40.0,2022-10-22 17:34:31.919375
24.0,40.0,2022-10-22 17:34:34.972552
24.0,40.0,2022-10-22 17:34:35.498283
24.0,40.0,2022-10-22 17:34:36.023975
24.0,40.0,2022-10-22 17:34:36.549679
24.0,40.0,2022-10-22 17:34:37.075679
24.0,40.0,2022-10-22 17:34:37.601354
24.0,40.0,2022-10-22 17:34:38.127087
24.0,40.0,2022-10-22 17:34:38.652760
24.0,40.0,2022-10-22 17:34:39.178230
24.0,40.0,2022-10-22 17:34:39.703937
24.0,40.0,2022-10-22 17:34:40.229654
24.0,40.0,2022-10-22 17:34:40.755334
24.0,40.0,2022-10-22 17:34:41.280833
24.0,40.0,2022-10-22 17:34:41.806602
24.0,40.0,2022-10-22 17:34:42.332304
24.0,40.0,2022-10-22 17:34:42.857785
24.0,40.0,2022-10-22 17:34:43.383463
24.0,40.0,2022-10-22 17:34:43.909148
24.0,40.0,2022-10-22 17:34:44.434812
24.0,40.0,2022-10-22 17:34:44.960523
24.0,40.0,2022-10-22 17:34:45.486271
24.0,40.0,2022-10-22 17:34:46.011937
23.0,40.0,2022-10-22 17:34:51.592826
23.0,40.0,2022-10-22 17:34:52.118768
23.0,40.0,2022-10-22 17:34:52.644705
23.0,40.0,2022-10-22 17:34:53.170636
23.0,40.0,2022-10-22 17:34:56.227476
23.0,40.0,2022-10-22 17:34:56.753407
23.0,40.0,2022-10-22 17:34:57.279343
23.0,40.0,2022-10-22 17:35:00.332807
23.0,40.0,2022-10-22 17:35:00.858692
23.0,40.0,2022-10-22 17:35:01.384609
23.0,40.0,2022-10-22 17:35:01.910530
23.0,40.0,2022-10-22 17:35:02.436529
23.0,40.0,2022-10-22 17:35:02.962451
23.0,40.0,2022-10-22 17:35:03.488367
23.0,40.0,2022-10-22 17:35:04.014284
23.0,40.0,2022-10-22 17:35:04.540243
23.0,40.0,2022-10-22 17:35:05.066211
23.0,40.0,2022-10-22 17:35:05.592171
23.0,40.0,2022-10-22 17:35:06.118129
23.0,40.0,2022-10-22 17:35:09.171733
23.0,40.0,2022-10-22 17:35:09.697690
23.0,40.0,2022-10-22 17:35:10.223611
23.0,40.0,2022-10-22 17:35:10.749525
23.0,40.0,2022-10-22 17:35:11.275472
23.0,40.0,2022-10-22 17:35:11.801368
23.0,40.0,2022-10-22 17:35:12.327365
23.0,40.0,2022-10-22 17:35:12.853342
23.0,40.0,2022-10-22 17:35:13.379281
23.0,40.0,2022-10-22 17:35:13.905169
23.0,40.0,2022-10-22 17:35:14.431087
23.0,40.0,2022-10-22 17:35:17.487638
23.0,40.0,2022-10-22 17:35:18.013604
23.0,40.0,2022-10-22 17:35:18.539535
23.0,40.0,2022-10-22 17:35:21.596804
23.0,40.0,2022-10-22 17:35:22.122791
23.0,40.0,2022-10-22 17:35:22.648749
23.0,40.0,2022-10-22 17:35:23.174746
23.0,40.0,2022-10-22 17:35:23.700717
23.0,40.0,2022-10-22 17:35:24.226862
23.0,40.0,2022-10-22 17:35:24.752858
23.0,40.0,2022-10-22 17:35:25.278868
23.0,40.0,2022-10-22 17:35:25.804882
23.0,40.0,2022-10-22 17:35:26.330889
23.0,40.0,2022-10-22 17:35:26.856952
23.0,40.0,2022-10-22 17:35:27.382937
23.0,40.0,2022-10-22 17:35:27.908913
23.0,40.0,2022-10-22 17:35:30.962838
23.0,40.0,2022-10-22 17:35:31.488808
23.0,40.0,2022-10-22 17:35:32.014845
23.0,40.0,2022-10-22 17:35:32.540790
23.0,40.0,2022-10-22 17:35:33.066603
23.0,40.0,2022-10-22 17:35:33.592581
23.0,40.0,2022-10-22 17:35:34.118533
23.0,40.0,2022-10-22 17:35:34.644501
23.0,40.0,2022-10-22 17:35:35.170510
23.0,40.0,2022-10-22 17:35:35.696591
23.0,40.0,2022-10-22 17:35:36.222585
23.0,40.0,2022-10-22 17:35:36.748554
23.0,40.0,2022-10-22 17:35:37.274557
23.0,40.0,2022-10-22 17:35:37.800529
23.0,40.0,2022-10-22 17:35:38.326593
23.0,40.0,2022-10-22 17:35:41.383628
23.0,40.0,2022-10-22 17:35:41.909565
23.0,40.0,2022-10-22 17:35:42.435547
23.0,40.0,2022-10-22 17:35:42.961530
23.0,40.0,2022-10-22 17:35:43.487533
23.0,40.0,2022-10-22 17:35:44.013499
23.0,40.0,2022-10-22 17:35:44.539251
23.0,40.0,2022-10-22 17:35:45.065215
23.0,40.0,2022-10-22 17:35:45.591233
23.0,40.0,2022-10-22 17:35:48.647809
23.0,40.0,2022-10-22 17:35:49.173767
23.0,40.0,2022-10-22 17:35:49.699731
23.0,40.0,2022-10-22 17:35:50.225718
23.0,40.0,2022-10-22 17:35:50.751497
23.0,40.0,2022-10-22 17:35:51.277758
23.0,40.0,2022-10-22 17:35:51.803801
23.0,40.0,2022-10-22 17:35:52.329874
23.0,40.0,2022-10-22 17:35:52.855963
23.0,40.0,2022-10-22 17:35:53.382154
23.0,40.0,2022-10-22 17:35:53.908631
23.0,40.0,2022-10-22 17:35:56.965637
23.0,40.0,2022-10-22 17:35:57.491767
23.0,40.0,2022-10-22 17:35:58.018286
23.0,40.0,2022-10-22 17:35:58.543567
23.0,40.0,2022-10-22 17:35:59.069676
23.0,40.0,2022-10-22 17:35:59.595831
23.0,40.0,2022-10-22 17:36:02.650207
23.0,40.0,2022-10-22 17:36:03.176448
23.0,40.0,2022-10-22 17:36:06.233476
23.0,40.0,2022-10-22 17:36:06.759642
23.0,40.0,2022-10-22 17:36:07.285821
23.0,40.0,2022-10-22 17:36:07.812306
23.0,40.0,2022-10-22 17:36:08.337882
23.0,40.0,2022-10-22 17:36:08.864320
23.0,40.0,2022-10-22 17:36:09.389671
23.0,40.0,2022-10-22 17:36:12.443632
23.0,40.0,2022-10-22 17:36:12.969726
23.0,40.0,2022-10-22 17:36:13.496269
23.0,40.0,2022-10-22 17:36:14.021593
23.0,40.0,2022-10-22 17:36:14.547723
23.0,40.0,2022-10-22 17:36:15.073827
23.0,40.0,2022-10-22 17:36:15.599727
23.0,40.0,2022-10-22 17:36:16.125836
23.0,40.0,2022-10-22 17:36:16.652726
23.0,40.0,2022-10-22 17:36:17.178064
23.0,40.0,2022-10-22 17:36:17.704611
23.0,40.0,2022-10-22 17:36:18.230765
23.0,40.0,2022-10-22 17:36:18.756941
23.0,40.0,2022-10-22 17:36:24.341943
23.0,40.0,2022-10-22 17:36:24.868096
23.0,40.0,2022-10-22 17:36:25.394067
23.0,40.0,2022-10-22 17:36:25.919820
23.0,40.0,2022-10-22 17:36:26.445621
23.0,40.0,2022-10-22 17:36:29.499354
23.0,40.0,2022-10-22 17:36:30.025337
23.0,40.0,2022-10-22 17:36:30.551110
23.0,40.0,2022-10-22 17:36:31.077168
23.0,40.0,2022-10-22 17:36:34.130924
23.0,40.0,2022-10-22 17:36:34.656985
23.0,40.0,2022-10-22 17:36:37.710748
23.0,40.0,2022-10-22 17:36:38.236583
23.0,40.0,2022-10-22 17:36:38.762556
23.0,40.0,2022-10-22 17:36:39.288632
23.0,40.0,2022-10-22 17:36:39.814653
23.0,40.0,2022-10-22 17:36:40.340621
23.0,40.0,2022-10-22 17:36:40.866690
23.0,40.0,2022-10-22 17:36:43.920478
23.0,40.0,2022-10-22 17:36:44.446586
23.0,40.0,2022-10-22 17:36:44.972615
23.0,40.0,2022-10-22 17:36:48.026775
23.0,40.0,2022-10-22 17:36:48.552763
23.0,40.0,2022-10-22 17:36:49.078755
23.0,40.0,2022-10-22 17:36:54.664737
23.0,40.0,2022-10-22 17:36:55.190754
23.0,40.0,2022-10-22 17:36:55.716794
23.0,40.0,2022-10-22 17:36:56.242756
23.0,40.0,2022-10-22 17:36:56.768704
23.0,40.0,2022-10-22 17:36:57.294664
23.0,40.0,2022-10-22 17:37:00.348233
23.0,40.0,2022-10-22 17:37:00.874090
23.0,40.0,2022-10-22 17:37:01.400016
23.0,40.0,2022-10-22 17:37:01.926000
23.0,40.0,2022-10-22 17:37:02.451913
23.0,40.0,2022-10-22 17:37:02.977954
23.0,40.0,2022-10-22 17:37:03.503907
23.0,40.0,2022-10-22 17:37:04.029816
23.0,40.0,2022-10-22 17:37:04.555789
23.0,40.0,2022-10-22 17:37:05.081577
23.0,40.0,2022-10-22 17:37:05.608007
23.0,40.0,2022-10-22 17:37:06.134015
23.0,40.0,2022-10-22 17:37:06.660002
23.0,40.0,2022-10-22 17:37:07.185807
23.0,40.0,2022-10-22 17:37:07.711873
23.0,40.0,2022-10-22 17:37:08.237925
23.0,40.0,2022-10-22 17:37:08.763940
23.0,40.0,2022-10-22 17:37:09.289941
23.0,40.0,2022-10-22 17:37:09.815974
23.0,40.0,2022-10-22 17:37:10.341761
23.0,40.0,2022-10-22 17:37:10.867992
23.0,40.0,2022-10-22 17:37:11.394401
23.0,40.0,2022-10-22 17:37:11.920457
23.0,40.0,2022-10-22 17:37:12.446910
23.0,40.0,2022-10-22 17:37:12.972167
23.0,40.0,2022-10-22 17:37:13.498523
23.0,40.0,2022-10-22 17:37:14.023737
23.0,40.0,2022-10-22 17:37:14.550132
23.0,40.0,2022-10-22 17:37:15.076189
23.0,40.0,2022-10-22 17:37:15.602642
23.0,40.0,2022-10-22 17:37:16.128988
23.0,40.0,2022-10-22 17:37:16.654191
23.0,40.0,2022-10-22 17:37:17.180175
23.0,40.0,2022-10-22 17:37:17.706422
23.0,40.0,2022-10-22 17:37:18.232409
23.0,40.0,2022-10-22 17:37:23.817093
23.0,40.0,2022-10-22 17:37:26.870751
23.0,40.0,2022-10-22 17:37:27.397210
23.0,40.0,2022-10-22 17:37:27.923764
23.0,40.0,2022-10-22 17:37:28.449786
23.0,40.0,2022-10-22 17:37:28.976212
23.0,40.0,2022-10-22 17:37:29.501980
23.0,40.0,2022-10-22 17:37:30.028040
23.0,40.0,2022-10-22 17:37:30.554452
23.0,40.0,2022-10-22 17:37:31.080510
23.0,40.0,2022-10-22 17:37:31.606980
23.0,40.0,2022-10-22 17:37:32.133008
23.0,40.0,2022-10-22 17:37:32.659389
23.0,40.0,2022-10-22 17:37:33.185419
23.0,40.0,2022-10-22 17:37:33.711821
23.0,40.0,2022-10-22 17:37:34.237838
23.0,40.0,2022-10-22 17:37:37.292021
23.0,40.0,2022-10-22 17:37:40.345694
23.0,40.0,2022-10-22 17:37:43.399338
23.0,40.0,2022-10-22 17:37:43.925745
23.0,40.0,2022-10-22 17:37:44.451727
23.0,40.0,2022-10-22 17:37:44.977792
23.0,40.0,2022-10-22 17:37:45.504408
23.0,40.0,2022-10-22 17:37:46.030393
23.0,40.0,2022-10-22 17:37:46.556892
23.0,40.0,2022-10-22 17:37:49.610576
23.0,40.0,2022-10-22 17:37:50.136616
23.0,40.0,2022-10-22 17:37:50.662518
23.0,40.0,2022-10-22 17:37:51.188413
23.0,40.0,2022-10-22 17:37:51.714131
23.0,40.0,2022-10-22 17:37:52.240057
23.0,40.0,2022-10-22 17:37:52.765988
23.0,40.0,2022-10-22 17:37:53.291926
23.0,40.0,2022-10-22 17:37:53.817837
23.0,40.0,2022-10-22 17:37:54.343791
23.0,40.0,2022-10-22 17:37:54.869690
23.0,40.0,2022-10-22 17:37:55.395617
23.0,40.0,2022-10-22 17:37:55.921521
23.0,40.0,2022-10-22 17:37:56.447493
23.0,40.0,2022-10-22 17:37:56.973448
23.0,40.0,2022-10-22 17:37:57.499367
23.0,40.0,2022-10-22 17:37:58.025294
23.0,40.0,2022-10-22 17:37:58.551007
23.0,40.0,2022-10-22 17:37:59.076988
23.0,40.0,2022-10-22 17:37:59.602923
23.0,40.0,2022-10-22 17:38:00.128857
23.0,40.0,2022-10-22 17:38:00.654755
23.0,40.0,2022-10-22 17:38:01.180674
23.0,40.0,2022-10-22 17:38:01.706460
23.0,40.0,2022-10-22 17:38:02.232422
23.0,40.0,2022-10-22 17:38:02.758347
23.0,40.0,2022-10-22 17:38:03.284305
23.0,40.0,2022-10-22 17:38:03.810211
23.0,40.0,2022-10-22 17:38:04.335922
23.0,40.0,2022-10-22 17:38:04.861855
23.0,40.0,2022-10-22 17:38:05.387830
23.0,40.0,2022-10-22 17:38:05.913739
23.0,40.0,2022-10-22 17:38:06.439475
23.0,40.0,2022-10-22 17:38:06.965403
23.0,40.0,2022-10-22 17:38:07.491318
23.0,40.0,2022-10-22 17:38:08.017293
23.0,40.0,2022-10-22 17:38:08.543208
23.0,40.0,2022-10-22 17:38:09.069129
23.0,40.0,2022-10-22 17:38:09.595070
23.0,40.0,2022-10-22 17:38:10.121002
23.0,40.0,2022-10-22 17:38:10.646863
23.0,40.0,2022-10-22 17:38:11.172847
23.0,40.0,2022-10-22 17:38:11.698805
23.0,40.0,2022-10-22 17:38:12.224753
23.0,40.0,2022-10-22 17:38:12.750713
23.0,40.0,2022-10-22 17:38:13.276726
23.0,40.0,2022-10-22 17:38:13.802648
23.0,40.0,2022-10-22 17:38:14.328573
23.0,40.0,2022-10-22 17:38:14.854652
23.0,40.0,2022-10-22 17:38:15.380620
23.0,40.0,2022-10-22 17:38:15.906610
23.0,40.0,2022-10-22 17:38:16.432622
23.0,40.0,2022-10-22 17:38:16.958618
23.0,40.0,2022-10-22 17:38:17.485063
23.0,40.0,2022-10-22 17:38:18.011093
23.0,40.0,2022-10-22 17:38:21.064931
23.0,40.0,2022-10-22 17:38:21.590709
23.0,40.0,2022-10-22 17:38:22.117220
23.0,40.0,2022-10-22 17:38:27.700575
23.0,40.0,2022-10-22 17:38:28.226763
23.0,40.0,2022-10-22 17:38:28.752787
23.0,40.0,2022-10-22 17:38:29.278778
23.0,40.0,2022-10-22 17:38:29.804819
23.0,40.0,2022-10-22 17:38:30.330824
23.0,40.0,2022-10-22 17:38:33.384610
23.0,40.0,2022-10-22 17:38:33.910351
23.0,40.0,2022-10-22 17:38:34.436570
23.0,40.0,2022-10-22 17:38:34.962577
23.0,40.0,2022-10-22 17:38:35.488564
23.0,41.0,2022-10-22 17:38:38.542283
23.0,41.0,2022-10-22 17:38:39.068317
23.0,43.0,2022-10-22 17:38:42.124678
23.0,43.0,2022-10-22 17:38:42.649980
23.0,43.0,2022-10-22 17:38:43.176109
23.0,43.0,2022-10-22 17:38:46.233585
23.0,43.0,2022-10-22 17:38:46.759766
23.0,43.0,2022-10-22 17:38:47.285975
23.0,43.0,2022-10-22 17:38:47.812207
23.0,43.0,2022-10-22 17:38:48.338641
23.0,43.0,2022-10-22 17:38:48.863944
23.0,43.0,2022-10-22 17:38:49.390454
23.0,43.0,2022-10-22 17:38:49.916838
23.0,43.0,2022-10-22 17:38:50.442821
23.0,43.0,2022-10-22 17:38:50.968054
23.0,43.0,2022-10-22 17:38:54.021520
23.0,43.0,2022-10-22 17:38:54.547773
23.0,43.0,2022-10-22 17:38:55.074383
23.0,43.0,2022-10-22 17:38:55.600625
23.0,43.0,2022-10-22 17:38:56.126891
23.0,43.0,2022-10-22 17:38:56.653128
23.0,43.0,2022-10-22 17:38:57.179392
23.0,42.0,2022-10-22 17:38:57.705510
23.0,42.0,2022-10-22 17:38:58.231635
23.0,42.0,2022-10-22 17:38:58.757732
23.0,42.0,2022-10-22 17:38:59.283826
23.0,42.0,2022-10-22 17:38:59.809923
23.0,42.0,2022-10-22 17:39:00.336018
23.0,42.0,2022-10-22 17:39:00.862100
23.0,42.0,2022-10-22 17:39:01.388190
23.0,42.0,2022-10-22 17:39:01.914304
23.0,42.0,2022-10-22 17:39:04.968930
23.0,42.0,2022-10-22 17:39:05.495012
23.0,42.0,2022-10-22 17:39:06.020859
23.0,42.0,2022-10-22 17:39:06.547004
23.0,42.0,2022-10-22 17:39:07.073140
23.0,42.0,2022-10-22 17:39:07.599275
23.0,42.0,2022-10-22 17:39:08.125342
23.0,42.0,2022-10-22 17:39:08.651180
23.0,42.0,2022-10-22 17:39:09.177094
23.0,42.0,2022-10-22 17:39:09.703185
23.0,42.0,2022-10-22 17:39:10.229274
23.0,42.0,2022-10-22 17:39:10.755339
23.0,42.0,2022-10-22 17:39:11.281777
23.0,42.0,2022-10-22 17:39:14.334792
23.0,42.0,2022-10-22 17:39:14.860581
23.0,42.0,2022-10-22 17:39:15.386660
23.0,42.0,2022-10-22 17:39:15.912642
23.0,42.0,2022-10-22 17:39:16.438631
23.0,42.0,2022-10-22 17:39:16.964674
23.0,42.0,2022-10-22 17:39:20.018288
23.0,42.0,2022-10-22 17:39:20.544169
23.0,42.0,2022-10-22 17:39:21.070119
23.0,42.0,2022-10-22 17:39:21.596143
23.0,42.0,2022-10-22 17:39:22.122107
23.0,42.0,2022-10-22 17:39:22.648106
23.0,42.0,2022-10-22 17:39:23.174097
23.0,41.0,2022-10-22 17:39:23.699838
23.0,41.0,2022-10-22 17:39:24.225642
23.0,41.0,2022-10-22 17:39:24.751604
23.0,41.0,2022-10-22 17:39:25.277575
23.0,41.0,2022-10-22 17:39:25.803533
23.0,41.0,2022-10-22 17:39:26.329486
23.0,41.0,2022-10-22 17:39:26.855636
23.0,41.0,2022-10-22 17:39:27.381768
23.0,41.0,2022-10-22 17:39:27.907936
23.0,41.0,2022-10-22 17:39:28.434080
23.0,41.0,2022-10-22 17:39:28.960244
23.0,41.0,2022-10-22 17:39:29.486427
23.0,41.0,2022-10-22 17:39:32.540555
23.0,41.0,2022-10-22 17:39:33.066731
23.0,41.0,2022-10-22 17:39:33.592858
23.0,41.0,2022-10-22 17:39:34.119000
23.0,41.0,2022-10-22 17:39:34.645078
23.0,41.0,2022-10-22 17:39:35.170963
23.0,41.0,2022-10-22 17:39:35.697172
23.0,41.0,2022-10-22 17:39:36.223282
23.0,41.0,2022-10-22 17:39:36.749170
23.0,41.0,2022-10-22 17:39:37.275285
23.0,41.0,2022-10-22 17:39:37.801470
23.0,41.0,2022-10-22 17:39:38.327608
23.0,41.0,2022-10-22 17:39:41.384722
23.0,41.0,2022-10-22 17:39:41.910786
23.0,41.0,2022-10-22 17:39:42.436993
23.0,41.0,2022-10-22 17:39:45.493988
23.0,41.0,2022-10-22 17:39:46.019940
23.0,41.0,2022-10-22 17:39:46.546061
23.0,41.0,2022-10-22 17:39:47.072107
23.0,41.0,2022-10-22 17:39:47.598138
23.0,41.0,2022-10-22 17:39:48.124174
23.0,41.0,2022-10-22 17:39:48.650045
23.0,41.0,2022-10-22 17:39:49.176279
23.0,41.0,2022-10-22 17:39:49.702970
23.0,41.0,2022-10-22 17:39:50.228398
23.0,41.0,2022-10-22 17:39:50.754438
23.0,41.0,2022-10-22 17:39:51.280456
23.0,41.0,2022-10-22 17:39:51.806349
23.0,41.0,2022-10-22 17:39:52.332804
23.0,41.0,2022-10-22 17:39:52.858672
23.0,41.0,2022-10-22 17:39:55.912526
23.0,41.0,2022-10-22 17:39:56.438512
23.0,41.0,2022-10-22 17:39:56.964556
23.0,41.0,2022-10-22 17:39:57.490591
23.0,41.0,2022-10-22 17:39:58.016486
23.0,41.0,2022-10-22 17:39:58.542524
23.0,41.0,2022-10-22 17:39:59.069023
23.0,41.0,2022-10-22 17:39:59.595160
23.0,41.0,2022-10-22 17:40:00.121596
23.0,41.0,2022-10-22 17:40:00.646940
23.0,41.0,2022-10-22 17:40:01.173678
23.0,41.0,2022-10-22 17:40:01.699910
23.0,41.0,2022-10-22 17:40:04.757060
23.0,41.0,2022-10-22 17:40:05.282966
23.0,41.0,2022-10-22 17:40:05.809005
23.0,41.0,2022-10-22 17:40:06.335054
23.0,41.0,2022-10-22 17:40:06.861131
23.0,41.0,2022-10-22 17:40:07.387259
23.0,41.0,2022-10-22 17:40:07.913339
23.0,41.0,2022-10-22 17:40:08.439398
23.0,41.0,2022-10-22 17:40:08.965414
23.0,41.0,2022-10-22 17:40:09.491467
23.0,41.0,2022-10-22 17:40:10.017339
23.0,41.0,2022-10-22 17:40:10.543412
23.0,41.0,2022-10-22 17:40:11.069442
23.0,41.0,2022-10-22 17:40:11.595444
23.0,41.0,2022-10-22 17:40:12.121447
23.0,41.0,2022-10-22 17:40:12.647523
23.0,41.0,2022-10-22 17:40:13.173523
23.0,41.0,2022-10-22 17:40:13.699577
23.0,41.0,2022-10-22 17:40:14.225621
23.0,41.0,2022-10-22 17:40:14.751694
23.0,41.0,2022-10-22 17:40:15.277735
23.0,41.0,2022-10-22 17:40:15.803825
23.0,41.0,2022-10-22 17:40:16.329859
23.0,41.0,2022-10-22 17:40:16.855891
23.0,41.0,2022-10-22 17:40:17.381936
23.0,41.0,2022-10-22 17:40:17.908016
23.0,41.0,2022-10-22 17:40:18.434052
23.0,41.0,2022-10-22 17:40:18.960072
23.0,41.0,2022-10-22 17:40:19.486062
23.0,40.0,2022-10-22 17:40:22.539903
23.0,41.0,2022-10-22 17:40:23.065879
23.0,41.0,2022-10-22 17:40:23.591923
23.0,41.0,2022-10-22 17:40:24.118004
23.0,40.0,2022-10-22 17:40:27.174900
23.0,40.0,2022-10-22 17:40:27.700783
23.0,40.0,2022-10-22 17:40:28.226831
23.0,40.0,2022-10-22 17:40:28.752783
23.0,40.0,2022-10-22 17:40:29.278773
23.0,40.0,2022-10-22 17:40:29.804754
23.0,40.0,2022-10-22 17:40:30.330707
